symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
LGALS9	0.09255966198836083	No data	0.07025933307716661	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6553529044777215	0.1628190658703324	No data	No data	0	1	1	1	0	No data	No data	0.08891340319911745	0	0	No data	No data	-0.8802824999999999	0.5	0
IL2RG	0.09249918560922132	0.14353921610274387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12147539480670495	0.11435178303074592	No data	1	1	0	0	0	0	0	No data	No data	0	0	No data	No data	0	0.5	0
MYRF	0.09218713908311643	No data	0.1509516635664148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013783603397980179	No data	No data	0	0	0	0	0	0.43962	No data	-0.9469387755102041	-0.5999398830430785	0	No data	No data	0	0.5	0
VEGFA	0.09187186320138742	No data	0.08821580301931857	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6453414404795775	No data	No data	1	0	1	1	1	0	0.18987499999999996	No data	-0.5552123552123552	-0.9928422036515041	0	255	No data	0	-1	-1
RIPK1	0.09161286339983395	0.13678442946261474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.278235487624665	No data	No data	0.2	1	0	1	1	0	0	1	-0.5685603971318257	-0.7433145785630663	0	No data	No data	0	-1	0
NXPE4	0.09155380145565746	No data	0.14201230340404522	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	0.15424756844833598	No data	No data	0	1	0	0	0	0	No data	0.7269718698290126	No data	0	No data	No data	-0.20496249999999988	0.75	0.5
WNT7B	0.09152767192119103	No data	0.14994813953272199	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	1	0	0	0	0	No data	-0.3495863210148924	-0.842881409714818	0	No data	No data	-0.42693499999999995	0.5	0
BLTP1	0.09139054964993643	No data	0.1478312435493914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04998542113695551	No data	No data	No data	0	0	0	0	0	0.749655	No data	-0.5956977385548814	-0.8674807846340066	0	No data	No data	No data	-1	-1
TLR2	0.0913379653253384	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5101656624867342	0.1417308632327408	No data	0.2	1	0	1	1	1	0	No data	0.6321014892443464	-0.9713824686539504	0	No data	No data	0	0.5	-1
CD14	0.09051859188111043	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5409958977792257	0.01171151440617914	No data	0.2	0	1	0	1	0	0	No data	0.9749586321014891	-0.6889599621426595	0	No data	No data	No data	0.5	-1
IL2RB	0.09031969914189657	0.14353921610274387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07772891517503443	0.051452323740836546	No data	1	1	0	0	0	0	0	No data	-0.553557639271925	-0.7368447613228502	0	No data	No data	0	0.5	0
SLC9A2	0.09015847661278144	No data	0.14280838735128737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04542594015486835	0.08971990654368577	No data	No data	0	0	1	1	0	0.5566499999999998	No data	-0.3343629343629344	0	0	No data	No data	0	0.5	0
SLC5A2	0.09008889944579929	0.1291852944924695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11518093309082177	No data	0.32889056150788704	1	1	0	1	1	0	0.53125	1	0.40154440154440163	-0.3508419754899991	0	No data	No data	0	1	0.5
KCNG1	0.08964777093516442	No data	0.14479816920328523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.053312135034949845	No data	1	0	0	0	0	0	0.6491250000000001	No data	-0.05968008825151683	-0.6440383331583812	0	No data	No data	0	0.5	0
NPEPPS	0.08945964536272812	No data	0.11924078241031291	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5582708252604065	No data	No data	0.2	0	0	1	1	0	0.8748649999999998	0	-0.8878102592388306	-0.3248355704051037	0	No data	No data	0	-1	-1
SRSF11	0.08943911782197485	No data	0.1463606439304994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.7417349999999999	No data	-0.9354660783232212	-0.5293645670915037	-1	No data	No data	0	-1	-1
FFAR2	0.08866009612646915	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3038948314014485	0.23063990825104186	0.277885167588272	0.2	1	0	1	1	0	0.2272750000000002	1	0.8029784886927744	-0.8091528917223231	0	No data	No data	0	0.5	0
ZNF365	0.08862849753169229	No data	0.14200920533176906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	0.013085310067937717	No data	No data	0	0	0	0	0	0.2506149999999998	No data	-0.19878654164368448	-0.10129547872063965	0	No data	No data	0	0.75	0
D2HGDH	0.08835874722738864	No data	0.1342486927788978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22189474112824167	No data	No data	No data	0	0	0	0	0	0.030709999999999838	No data	-0.10148924434638718	0	0	No data	No data	0	-1	-1
OGG1	0.08805157729251423	No data	0.03324311056504443	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6826369048777315	No data	No data	No data	0	0	1	1	0	0.24637499999999973	No data	0.22890237175951467	-0.2915969079591141	0	No data	No data	No data	-1	-1
CTF1	0.08737637119445775	No data	0.1398260155274923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0780296065701116	No data	No data	No data	0	1	0	0	0	0	No data	0.9868725868725869	-0.3176056822257889	0	No data	No data	0	-1	-1
PRKCD	0.08715369395853627	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10219992186515363	No data	0.3900787962874967	1	0	0	1	1	0	0.5192300000000003	No data	-0.8505239933811363	-0.897525932021603	0	255	No data	-0.11982250000000008	-1	-1
RAVER1	0.08709730391235533	No data	0.14326845136738373	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	No data	No data	No data	0.4249000000000002	No data	-0.136900165471594	0	0	No data	No data	0	-1	0
SNAPC4	0.08685824357781184	No data	0.1410598663601177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03630697819069404	No data	No data	No data	0	0	0	0	0	0	No data	0.04666298952013248	0	-1	No data	No data	0	-1	0
CCR9	0.08668890605318764	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42021016755289725	No data	No data	0.7	1	0	1	1	0	0.28184499999999985	No data	0.031770546056260285	-0.20403251361534647	0	No data	No data	0	1	0.5
CEBPA	0.086172354352674	No data	0.13755888605460193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08376187042790074	No data	No data	No data	0	0	0	0	0	0.7206699999999998	No data	0.581246552675124	-0.967194641710688	0	No data	255	0	0.75	0
GUCY2C	0.08612931890095135	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37911622750675206	0.05103983826300336	No data	1	0	0	0	0	0	0.09599499999999991	No data	0.26188637617209043	-0.8621350240552755	0	No data	No data	0	1	0.5
LCE3C	0.08578601393314252	No data	0.14111147892189407	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.5744675000000001	1	0.5
ZMAT5	0.08539460216263682	No data	0.13985970548291038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.6470599999999997	No data	0.5444015444015444	-0.011453818198359778	-1	No data	No data	No data	-1	-1
TPH1	0.08518391455365457	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.34932450534813525	0.04809088674804871	No data	1	0	0	1	1	0	0.5045050000000003	No data	-0.08240485383342522	-0.8347462604180511	0	No data	No data	-0.29054	0.75	0.5
TMEM171	0.08516852286548732	No data	0.13567080929980713	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.08039313010796965	No data	No data	0	0	0	0	0	0	No data	0.4259238830667402	No data	0	No data	No data	No data	0.75	0.5
TNFRSF4	0.08509620293951642	0.12158615952232422	0.03134553447029929	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2922971828748128	0.023434910994884407	No data	0.7	0	0	0	0	0	0	No data	0.6782129067843354	0	0	No data	No data	0	0.5	0
PRKCA	0.08486186511064743	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36010329520104	No data	No data	1	1	0	1	1	1	0.9702399999999998	No data	-0.7977937120794264	-0.7603896334472532	0	255	No data	-0.5089275000000001	0.5	0
PRKCG	0.084816545951306	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3586123636831938	No data	No data	1	1	0	1	1	0	0.949785	No data	-0.7127413127413127	-0.3148580926584757	0	No data	No data	-0.23601250000000001	1	0.5
BRPF3	0.08428107537078161	No data	0.13863596926146338	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6182549999999999	1	-0.9196911196911197	0	0	No data	No data	0	-1	-1
IL1A	0.08388096494169575	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2373042224959805	0.20369013030539104	No data	1	0	1	0	0	0	0	No data	-0.0806398234969663	-0.11059673298647571	0	255	No data	No data	0.5	0
TNP2	0.08351046377874448	No data	0.1298452280870469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1504628724088762	No data	No data	No data	0	0	0	0	0	0	No data	0.7959183673469388	0	0	No data	No data	No data	1	1
MTA1	0.08349579670872236	No data	0.03697753885196514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6382429026592005	0.02030761107850713	No data	No data	0	0	0	0	0	0.7412599999999998	No data	-0.9512410369553227	-0.8733476134664083	0	No data	No data	0	-1	-1
LRIG2	0.08334749393817995	No data	0.1364499268867087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013007436157177088	No data	No data	0	0	0	0	0	0.47417999999999977	No data	-0.03386651958080533	-0.5517894506063009	0	No data	No data	0	-1	-1
IGF2	0.08313190105230588	No data	0.11858427669396354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36322776147955427	No data	No data	0.2	0	1	0	0	0	0.19444500000000034	No data	-0.6931053502482074	-0.9157102649315596	0	No data	No data	0	1	0
MCM4	0.08308968645596354	No data	0.0360430298560117	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	No data	0	0	0	1	0	0.7450749999999999	No data	-0.2777716492002207	-0.9264918027017227	-1	No data	No data	0	0.5	-1
PARP10	0.0828690537635973	No data	0.13631330093682556	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0	No data	-0.10060672917815772	0	0	No data	No data	0	-1	-1
SP140L	0.08262864341083394	No data	0.13530689618094321	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012218959613807685	No data	No data	0	0	0	0	0	No data	No data	0.2785438499724213	-0.2968332104456023	0	No data	No data	-0.42241500000000015	-1	-1
OPRL1	0.08239517523496308	No data	0.0883486604772808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5672332081048431	No data	No data	0.7	1	0	1	1	0	0.68919	1	-0.4134583563154992	-0.695365437772486	0	255	No data	0	0.75	0.5
ZGPAT	0.08232884309141117	No data	0.1354246954009513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.00195500000000024	No data	0.23375620518477658	0	0	No data	No data	0	1	-1
EFNA1	0.08220499478554372	No data	0.12540814591077643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1962565686241789	No data	No data	1	1	0	1	0	0.2926850000000002	No data	-0.5803640375068946	-0.9023170258486476	0	No data	No data	0	0.5	-1
MECR	0.08139164392960976	No data	0.1315811349724969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04603877943460831	No data	No data	0	0	0	0	1	0.08847000000000023	No data	-0.013899613899613916	-0.9131605397292816	0	No data	No data	0	-1	-1
RYBP	0.08122951536513169	No data	0.13209655777255663	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9311950000000003	No data	-0.9716492002206288	-0.6785410813733802	No data	No data	No data	0	-1	0
TPPP	0.08050434130358128	No data	0.1285698189113248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.019534448347240007	No data	No data	0	0	0	0	0	0.58904	No data	-0.359073359073359	-0.29219166673994185	0	No data	No data	0	1	0
C1orf141	0.08029349135757674	No data	0.132076696349364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.9286265857694429	No data	0	255	No data	No data	0.5	0.5
IL4R	0.08021734765528502	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20730572437194766	No data	No data	1	1	1	0	0	0	0	No data	-0.5654715940430226	-0.8085784516644712	0	No data	No data	0	-1	-1
NSUN6	0.08020959229445465	No data	0.13193868876124426	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.06183499999999995	No data	0.7131825703254275	0	0	No data	No data	0	0.5	-1
ZNF397	0.0800189341040674	No data	0.131625070515325	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.1666649999999997	No data	0.003419746276889235	No data	0	No data	No data	0	-1	-1
UBE2V2	0.07993403558693828	No data	0.13148541890125534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.931035	No data	0.3819084390512961	No data	0	No data	No data	-0.7068974999999998	-1	-1
BTK	0.07920476116127481	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1414502983342839	0.0732214533631363	No data	1	1	0	1	1	1	0.9165399999999998	1	No data	-0.5995433845199712	0	255	255	0	0.5	0
TMEM17	0.07901582530145974	No data	0.1299750327041982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5055708769994485	No data	0	No data	No data	0	-1	0
SP5	0.07886909938790716	No data	0.12486740355562297	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09732552324269922	No data	No data	0	0	0	0	0	0.8743699999999996	No data	0.2564809707666851	-0.1996424373807193	0	No data	No data	0	0.5	0
MTNR1B	0.07850492079927542	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1509694814068859	No data	No data	1	1	0	1	1	0	0	1	0.9451737451737452	-0.17073779750080204	0	255	No data	0	No data	No data
FNDC1	0.07775479628900195	No data	0.12672663796273514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02348195539628639	No data	No data	0	1	0	0	0	0	No data	-0.4709321566464424	No data	0	No data	No data	0	0.5	0
SLC29A4	0.07756779027493463	No data	0.12668122884293798	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.3301900000000003	No data	0.3704357418643134	-0.10779255150558831	0	No data	No data	0	0.5	0
ENSG00000293563	0.0775312908002018	No data	0.12753308617493822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3243250000000003	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKCE	0.07724218962910268	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	1	1	0	1	1	0	0.8982349999999997	0	-0.9030336458907887	-0.6599556514062151	0	255	No data	0	0.5	-1
BMX	0.07714808030002593	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.09282191628347418	No data	1	1	0	1	1	1	0.3777799999999999	1	No data	0	0	No data	No data	0	1	0
FCAR	0.07706619265537287	No data	0.09864294839827292	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44708244074354636	0.2596934073415125	No data	No data	1	0	0	0	1	No data	No data	0.2720353006067291	No data	0	No data	No data	0	0.5	0.5
ITK	0.07689869852068638	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0912182240953723	0.015545213223140713	No data	1	0	0	1	1	1	0.7096800000000002	1	-0.5128516271373414	-0.12152563634765468	0	No data	No data	0	1	0.5
HNRNPAB	0.07676172664181397	No data	0.12072313138983337	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11088160359900821	No data	No data	0	0	0	0	0	0.6234949999999998	No data	-0.5651406508549366	-0.21797747014036806	0	No data	No data	-0.10391499999999994	-1	-1
EPPK1	0.07675261565538881	No data	0.12625222468893987	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.9568670711527854	0	No data	No data	No data	0	1	0
MRTFB	0.07667268460468749	No data	0.12612074417994878	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19017499999999998	No data	-0.8448979591836735	-0.9712906387802467	0	No data	No data	0	-1	-1
PRM1	0.0762895563653157	No data	0.1254905273182978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.7606177606177607	0	0	No data	No data	No data	1	0
ACTN3	0.07615716671930818	No data	0.124344461889471	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.018565890278017718	No data	No data	0	0	0	0	0	0.855715	No data	-0.043022614451185826	No data	No data	No data	No data	-0.47558250000000013	1	0.5
ETS2	0.0761069678440241	No data	0.05051167491584875	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5617974572563856	0.009124779827095614	No data	No data	1	0	0	0	0	0.5842199999999999	No data	-0.7579702151130723	-0.42816956523739375	0	255	No data	0	-1	-1
TTPAL	0.07587289124087165	No data	0.12480514482726263	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7222200000000001	No data	0.06607832322118035	No data	0	No data	No data	0	0.5	-1
BSN	0.07569079852503427	No data	0.1229857891425458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.45236999999999983	No data	-0.9087699944842802	-0.7167653823736649	0	No data	No data	0	1	0.5
PRKCQ	0.0756002095089406	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	0.011822850960011658	No data	1	0	0	1	1	0	0.7379600000000004	No data	-0.6075013789299504	-0.8217924626805508	0	255	No data	-0.050992500000000086	0.75	0
YDJC	0.07557629537374998	No data	0.12431726714729163	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2879249999999999	No data	0.9530060672917815	-0.2611325170284626	0	No data	No data	No data	-1	0
FASLG	0.07528309471715666	No data	0.06535396142647237	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5283258241597795	0.08240936140156156	No data	0.7	1	1	0	0	0	0	No data	-0.5600661886376173	-0.9327625064154812	0	No data	No data	0	0.5	0.5
PRKCZ	0.07502471050099448	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	1	1	0	1	1	0	0.7804049999999997	0	-0.6007722007722007	-0.29978367231166175	0	No data	No data	-0.282095	0.5	0
ADAD1	0.07466776676539433	No data	0.12039952686679553	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	No data	0	0	0	0	0	0.453125	No data	-0.3193601765030336	-0.16131306872844392	0	No data	No data	0	1	1
CCNY	0.07436543917522871	No data	0.12058614308495784	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034787151196664985	No data	No data	No data	0	0	1	0	0	0.9120249999999999	No data	-0.34848317705460563	-0.6848120383535657	0	No data	No data	-0.3475075	-1	-1
PRKAA1	0.07410930321639123	No data	0.04576601417531978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5523133644893565	No data	No data	1	0	0	1	1	0	0.93739	1	-0.6009928295642581	-0.28869775541786075	0	255	No data	-0.39624249999999994	-1	-1
PRKCI	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.9161099999999998	0	-0.48847214561500274	No data	0	No data	No data	-0.2701350000000001	-1	-1
MTNR1A	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.25714499999999985	1	0.9316050744622173	No data	0	No data	No data	0	0.5	1
TPH2	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	No data	No data	1	1	0	0.6734699999999997	No data	-0.6347490347490348	-0.9434552629994577	0	No data	No data	-0.1224499999999999	No data	No data
TXK	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.14611000000000018	No data	-0.21996690568119137	0	0	No data	No data	0	0.5	0
PRKD3	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7977550000000001	No data	-0.46254826254826253	-0.6199545273143711	0	No data	No data	-0.25842750000000014	-1	-1
TEC	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7543599999999998	No data	-0.13557639271924982	0	0	No data	No data	0	-1	0
PRKCH	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8828699999999998	No data	-0.7230005515719802	-0.6749885398899454	0	No data	No data	-0.11786250000000002	-1	-1
PRKD1	0.07391597093694036	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6655700000000003	0	-0.34704908990623273	-0.7703862422732768	0	No data	No data	-0.21600999999999998	-1	0
KATNAL1	0.07391346580419492	No data	0.11890824923379054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.053475790707798496	No data	No data	0	0	0	0	0	0.7142850000000003	No data	-0.1460562603419746	-0.7445345586725984	0	No data	No data	-0.18877500000000005	-1	-1
SLC38A6	0.07378207073158398	No data	0.1213659038519709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.1337699999999998	No data	0.71715388858246	No data	0	No data	No data	0	-1	-1
ANKRD46	0.07368945116353277	No data	0.12121355169541774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8903500000000001	No data	-0.004633204633204602	0	0	No data	No data	No data	-1	-1
UBL3	0.0735251668054322	No data	0.12094331640096317	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9572650000000003	No data	-0.4463320463320464	No data	0	No data	No data	No data	-1	-1
TLR7	0.07138508011392346	0.09118961964174316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47312815693208005	No data	No data	1	0	0	1	1	0	0.04194499999999977	0	No data	-0.8571950431104471	0	No data	No data	0	0.5	0
LCE3D	0.0709837349820544	No data	0.11676285403030796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.8913049999999998	0.5	0.5
PRXL2B	0.07093981291337255	No data	0.10962245753640248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14136296052125483	No data	No data	0	0	0	0	0	0.4191899999999997	No data	0.8790954219525648	0	0	No data	No data	No data	0.5	0
