symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
TNFRSF1A	0.3639701002279398	No data	0.5759803635700458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4544562785251564	No data	No data	0.1	1	1	0	1	0	0	No data	-0.8122448979591836	-0.9394801767802815	0	255	No data	0	-1	-1
NCBP2	0.36332331714896476	0.597639268443635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7	0	0	0	0	0	0.9038449999999998	No data	-0.4859349145063431	0	-1	No data	No data	-0.13461500000000015	-1	-1
PDE4D	0.36191783300475694	0.589253812551664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11105375845370287	0.02343839736755607	No data	1	1	0	1	1	1	0.8640300000000003	1	-0.7921676778819636	-0.7179121096382592	0	255	No data	-0.09146999999999998	0.5	-1
RASGRP1	0.3611841981932512	No data	0.591165873179279	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.04423360963460429	No data	No data	1	0	1	1	0	0.491845	No data	-0.6466629895201323	-0.6663236260226635	0	No data	No data	0	0.5	0
PDE4C	0.36007343953364523	0.589253812551664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	1	1	0	0	No data	0.1384445670159955	-0.05373224667943238	0	No data	No data	-0.2132349999999999	0.5	0
STK38	0.359323450796416	No data	0.5890840169237133	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	No data	0	0	1	1	0	0.9354849999999999	No data	-0.519580805295091	-0.8408574366114924	0	No data	No data	-0.6720424999999999	-1	-1
BACH2	0.3591334280133853	No data	0.5757324765197472	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2650643779576543	0.07926855971647954	No data	No data	0	0	0	0	0	0.5005949999999999	No data	-0.9751792608935466	-0.350662051513671	0	No data	No data	0	0.75	0
IFNGR2	0.35827148073692167	No data	0.5866912147902971	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05276332714270861	No data	No data	1	0	0	0	0	0	0	No data	-0.5560948703805847	0	0	No data	No data	0	-1	-1
FKBP1A	0.35776356544186594	0.5792229543910723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18541889327154445	No data	No data	1	0	0	1	1	1	0.86111	1	0.31991174848317705	-0.9406943921665206	0	No data	No data	-0.88426	-1	-1
GALC	0.35518529560966	No data	0.582449620364435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.012752711920451056	No data	No data	0	0	0	0	0	0.13138500000000022	No data	0.09078874793160518	-0.9180135835061021	0	No data	No data	No data	-1	-1
CCL21	0.35078982464947245	No data	0.5615979866248352	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28420143105962065	0.054655506500191124	No data	No data	0	1	0	0	0	0	No data	0.27302813017098737	0	0	No data	No data	0	1	0
KIF21B	0.3490406408797097	No data	0.5722160145745342	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03858671868173762	No data	No data	No data	1	0	0	0	0	0.7874299999999999	No data	-0.6568119139547711	-0.035235434218963135	0	No data	No data	-0.034195000000000066	0.5	0
TRAF3IP2	0.3474384418574034	No data	0.5683340074031789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06351694747379417	No data	No data	1	0	0	0	0	0	0	No data	-0.3327082184225041	-0.8092864702482344	0	255	No data	No data	-1	-1
UBASH3A	0.3472021294000915	No data	0.5675041193524052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07234038752246284	No data	No data	No data	0	0	0	0	0	0	No data	0.13083287369001662	-0.4699633750755963	0	No data	No data	0	1	0.5
C7orf33	0.3467602003892333	No data	0.570394199062707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.7854384997242141	No data	0	No data	No data	No data	1	1
CD200	0.34504192396507005	No data	0.5577683291811939	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19598871275646432	No data	No data	0.2	1	0	0	0	0	0	No data	-0.20397131825703252	-0.2955108117401556	0	No data	No data	0	0.5	0
ITGAL	0.34473351575848377	No data	0.5592520641685603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14659364229403984	0.021541970444047966	No data	1	1	0	1	1	1	0	1	-0.5756205184776613	-0.2994430686473787	0	No data	No data	0	0.5	0
CRTC3	0.34274520452573565	No data	0.563789835738343	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4426499999999997	No data	-0.6399338113623828	-0.6828951804395047	0	No data	No data	0	-1	-1
TTC34	0.3427208518244678	No data	0.5637497773939335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.6611141753998897	No data	0	No data	No data	0	0.5	0.5
THSD7A	0.34230108179571767	No data	0.5564389211850893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1324073277198111	No data	No data	1	1	0	0	0	0.5262500000000003	No data	-0.6888030888030888	0	0	No data	No data	0	0.5	0
CSMD1	0.34186254014210443	No data	0.5592601990381396	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06155441625148701	No data	No data	0	0	0	0	0	0.6745249999999998	No data	-0.5865416436845008	-0.2684267109140778	0	No data	No data	-0.13440000000000013	0.75	0.5
IL6R	0.34161159485277554	No data	0.5481477678975648	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.275547320145149	No data	No data	1	1	1	0	0	0	0	No data	-0.0058466629895200795	-0.8533623799972719	0	255	No data	0	0.5	-1
CCRL2	0.33950874552662713	No data	0.5584661064391799	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	0.9684500827357969	0	0	No data	No data	0	-1	0
LITAF	0.33898880050937297	No data	0.5487958398014662	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17629993130737012	No data	No data	No data	1	0	0	0	0	0.2857149999999997	No data	0.08825151682294541	-0.21726204147489936	0	No data	No data	0	-1	-1
ETV7	0.3386673049785801	No data	0.545712343758168	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	0.10128127088209606	No data	No data	0	0	0	0	0	No data	No data	0.592388306674021	No data	0	No data	No data	0	0.5	0
SMURF1	0.3380407058136929	No data	0.54966801920929	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12766546749844043	No data	No data	No data	0	0	1	1	0	0.9316000000000002	No data	-0.5639271924986211	-0.12612758426523707	0	No data	No data	-0.4562249999999999	-1	0
KIF11	0.33791800569210945	No data	0.5558494602012081	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2	0	0	1	1	1	0	0	-0.9656922228350799	-0.71140783454218	-1	No data	No data	0	0.5	0
IL12RB2	0.3378635881525161	No data	0.5521144735658249	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07290947829689372	No data	No data	No data	1	0	0	0	0	0	No data	0.08030888030888028	-0.7616439297819674	0	No data	No data	0	0.5	0.5
SLC9A8	0.3375768764639737	No data	0.5363622442408637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11809889752976613	No data	0.32603328675911236	No data	0	0	0	0	0	0.7848550000000003	No data	0.07280750137893	-0.20438192211519018	0	No data	No data	0	-1	-1
MMP9	0.337455039500902	0.5120972621547891	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7698441334661134	0.2024301214366172	No data	0.7	0	1	1	1	1	0	No data	0.3984555984555984	-0.9750230289628977	0	255	No data	0	0.75	0
CD3E	0.3374026242072971	0.5523363188235726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04137306817079087	0.02685260524924788	No data	1	1	0	0	0	0	0	No data	-0.49156094870380584	-0.6367618143685618	0	No data	No data	0	1	0
SEMA6D	0.33738752777144926	No data	0.5528491065109153	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	1	0	0	0	0	0.7437100000000001	No data	-0.7986762272476559	No data	0	No data	No data	0	0.5	0
PADI4	0.33738630817270543	No data	0.5161066001658934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7019986621278342	0.16957461973253496	No data	No data	0	0	1	1	1	0	1	0.07655819084390503	-0.8911640384128183	0	No data	No data	0	0.75	0.5
ARMC12	0.3364043586128314	No data	0.5533596256917134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.16176499999999977	No data	-0.15333701047986759	0	0	No data	No data	0	1	0
IP6K3	0.3363029567929894	No data	0.5531928273978279	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	0.11042471042471047	No data	0	No data	No data	0	0.75	0
IL18RAP	0.33546488509640315	No data	0.5431242232249752	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16036763164574191	0.030224622917912503	No data	0.2	1	0	0	0	0	0	No data	-0.22305570876999448	-0.036946524187973784	0	No data	No data	0	1	0
MYT1L	0.3342869851722445	No data	0.5466850132642582	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383387792845173	No data	No data	0	0	0	0	0	0.7428350000000001	No data	-0.9970215113072256	-0.7234131241992566	0	No data	No data	0	0.5	0.5
ERRFI1	0.334133090126903	No data	0.548887705350159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01471712293326547	No data	No data	0	0	0	0	0	0.10172999999999988	No data	0.21345835631549925	-0.8880869605530042	0	No data	No data	No data	0.5	-1
ERAP1	0.3340608799551966	No data	0.5206121946123513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5778517327031261	No data	No data	0.2	1	1	1	1	1	0.2189149999999998	No data	-0.037286265857694456	-0.760856143025603	0	No data	No data	0	-1	-1
FOSL2	0.3302320363176192	No data	0.5416867972056372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.7392650000000003	No data	-0.902261445118588	-0.5802455461466823	0	No data	No data	0	-1	-1
IL1R1	0.32988409057755885	No data	0.5297818775789414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21543744016058333	0.0936238630903085	No data	1	1	1	1	1	0	0	No data	-0.5330391616105902	-0.9171723389502475	0	No data	No data	0	-1	-1
ALOX5AP	0.32870658320402746	No data	0.5380053791893853	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0538398094161804	No data	0.7	0	0	1	1	1	0.596275	1	-0.2952013237727523	-0.2478781510434408	0	No data	No data	0	0.75	-1
LSP1	0.32862911737184614	No data	0.5324789763760973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1618193574475933	No data	No data	No data	1	0	0	0	0	0	No data	0.13028130170987318	0	0	No data	No data	0	0.5	0
ANK3	0.32832491935056635	No data	0.5360593154672201	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	0.016319760717653665	No data	No data	1	0	0	0	0	0	No data	-0.9763927192498622	-0.8577248583633648	0	No data	No data	0	-1	-1
ZBTB40	0.3273562223425216	No data	0.5369563015860768	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.5642581356867071	-0.05228713452225198	0	No data	No data	No data	-1	-1
NCOR2	0.3271952559234128	No data	0.5360835932517107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	1	1	0	0.3695300000000003	0	-0.7423055708769994	-0.9375147721290766	0	255	255	0	-1	-1
SP140	0.3269831745876417	No data	0.5276738774106741	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06822334506530414	0.17345083209086024	No data	No data	0	0	0	0	0	0	No data	-0.3738554881412024	-0.2968332104456023	0	No data	No data	0	0.75	0
C10orf95	0.3268880603978845	No data	0.5377060377301665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	0	No data	No data	No data	0.5	0
IFNLR1	0.32678639805835397	No data	0.5375388109011755	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7	0	0	0	0	0	0	No data	-0.3345835631549917	0	0	No data	No data	0	-1	0
FAS	0.3257781390918306	No data	0.5099788669780045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5180286896694152	No data	No data	No data	1	1	0	0	0	0	1	-0.8246001103143961	-0.9709832496022177	0	255	255	0	-1	0
